"","veh_value","exposure","clm","numclaims","claimcst0","veh_body","veh_age","gender","area","agecat","X_OBSTAT_"
"4370",0.4,0.8295687885,"1",1,384.5,"STNWG",4,"M","B","3","01101    0    0    0"
"4382",4.42,0.501026694,"1",1,1349.9399986,"TRUCK",1,"M","D","4","01101    0    0    0"
"4426",5.14,0.8158795346,"1",1,390,"STNWG",1,"F","B","2","01101    0    0    0"
"4431",2.65,0.7036276523,"1",1,810.64999962,"SEDAN",2,"F","C","4","01101    0    0    0"
"4437",0.73,0.1314168378,"1",1,353.13999987,"STNWG",4,"M","A","4","01101    0    0    0"
"4516",1.24,0.8295687885,"1",1,508.11999989,"HBACK",2,"F","B","4","01101    0    0    0"
"4545",1.22,0.9993155373,"1",1,472,"HBACK",3,"F","C","4","01101    0    0    0"
"4547",0.64,0.772073922,"1",1,200,"HBACK",4,"M","D","2","01101    0    0    0"
"4582",1.04,0.6981519507,"1",1,353.76999998,"HBACK",2,"F","E","4","01101    0    0    0"
"4600",0.62,0.3203285421,"1",1,4368.2999878,"UTE",4,"M","A","1","01101    0    0    0"
"4627",3.2,0.2984257358,"1",1,490.81999969,"STNWG",3,"F","F","3","01101    0    0    0"
"4628",0.71,0.629705681,"1",1,271.72999954,"STNWG",4,"F","A","2","01101    0    0    0"
"4633",3.98,0.6844626968,"1",1,1328.6799965,"STNWG",2,"M","F","4","01101    0    0    0"
"4639",1.26,0.8295687885,"1",1,353.76999998,"HBACK",2,"F","A","1","01101    0    0    0"
"4660",1.47,0.7748117728,"1",1,200,"UTE",4,"M","C","3","01101    0    0    0"
"4687",1.82,0.5968514716,"1",1,1358.1099968,"HBACK",2,"M","D","6","01101    0    0    0"
"4697",1.6,0.5968514716,"1",1,3690.2899933,"SEDAN",2,"F","D","3","01101    0    0    0"
"4698",2.01,0.5968514716,"1",1,908.38999939,"HBACK",1,"M","C","3","01101    0    0    0"
"4710",2.76,0.090349076,"1",1,480,"SEDAN",1,"M","D","6","01101    0    0    0"
"4712",1.05,0.5968514716,"1",1,9301.8499756,"PANVN",4,"M","A","3","01101    0    0    0"
"4773",3.29,0.8021902806,"1",1,3159.5299988,"STNWG",1,"M","B","5","01101    0    0    0"
"4779",1.52,0.8788501027,"1",1,404.30999756,"SEDAN",2,"M","A","2","01101    0    0    0"
"4798",1.2,0.4353182752,"1",2,968.32999992,"SEDAN",3,"M","C","3","01101    0    0    0"
"4802",1.89,0.8815879535,"1",1,4767.1099854,"SEDAN",2,"F","E","4","01101    0    0    0"
"4819",1.02,0.4928131417,"1",1,353.76999998,"HBACK",3,"M","A","3","01101    0    0    0"
"4857",2.77,0.9226557153,"1",1,353.76999998,"STNWG",1,"F","C","2","01101    0    0    0"
"4863",0.71,0.8268309377,"1",1,353.76999998,"STNWG",4,"F","C","2","01101    0    0    0"
"4866",1.6,0.2847364819,"1",1,3112.3199997,"UTE",3,"M","A","3","01101    0    0    0"
"4876",0.98,0.7145790554,"1",1,200,"HBACK",3,"M","C","1","01101    0    0    0"
"4881",0.97,0.8268309377,"1",2,4108.6999969,"SEDAN",3,"F","E","5","01101    0    0    0"
"4882",1.85,0.9965776865,"1",1,1251,"SEDAN",1,"M","B","4","01101    0    0    0"
"4890",1.57,0.900752909,"1",1,200,"HBACK",2,"F","B","6","01101    0    0    0"
"4892",1.15,0.8268309377,"1",1,1502.0499992,"SEDAN",3,"M","A","6","01101    0    0    0"
"4911",4.64,0.3832991102,"1",1,1827.6399994,"STNWG",1,"F","B","2","01101    0    0    0"
"4942",0.54,0.4928131417,"1",1,644.54999924,"COUPE",4,"M","C","2","01101    0    0    0"
"4952",2.9,0.8268309377,"1",1,600.5899992,"SEDAN",1,"F","C","5","01101    0    0    0"
"4960",3.47,0.386036961,"1",1,769.00999832,"STNWG",1,"F","C","3","01101    0    0    0"
"4985",3.91,0.5366187543,"1",1,3575.1799927,"UTE",1,"M","E","3","01101    0    0    0"
"4989",1.18,0.900752909,"1",1,542.25,"SEDAN",3,"F","B","3","01101    0    0    0"
"5017",0.9,0.2929500342,"1",1,1182.7099991,"SEDAN",3,"M","C","4","01101    0    0    0"
"5030",1.74,0.4928131417,"1",1,389.94999981,"STNWG",4,"F","F","3","01101    0    0    0"
"5087",2.52,0.8268309377,"1",1,345,"TRUCK",3,"M","B","2","01101    0    0    0"
"5098",0.37,0.4928131417,"1",1,715.75999832,"UTE",4,"M","A","1","01101    0    0    0"
"5113",1.3,0.5503080082,"1",1,1240.3399963,"SEDAN",3,"F","C","4","01101    0    0    0"
"5150",1.46,0.386036961,"1",1,7160.6399994,"SEDAN",3,"F","B","5","01101    0    0    0"
"5153",3.97,0.6132785763,"1",1,389.94999981,"STNWG",2,"F","E","5","01101    0    0    0"
"5155",0.54,0.386036961,"1",1,2655.6199951,"HBACK",4,"F","C","3","01101    0    0    0"
"5164",1.73,0.4900752909,"1",1,2523.0236359,"HBACK",1,"F","A","2","01101    0    0    0"
"5176",0.79,0.3915126626,"1",1,390,"TRUCK",3,"F","D","1","01101    0    0    0"
"5177",0.84,0.8268309377,"1",1,4146.3499985,"HBACK",3,"F","C","4","01101    0    0    0"
"5223",2.5,0.1204654346,"1",1,1388.9699974,"UTE",3,"M","C","4","01101    0    0    0"
"5232",0.85,0.3258042437,"1",1,7614.7999878,"HBACK",3,"F","C","2","01101    0    0    0"
"5233",2.66,0.5366187543,"1",1,1730.6199989,"SEDAN",1,"M","B","1","01101    0    0    0"
"5250",0.78,0.8240930869,"1",1,1192.3399982,"STNWG",4,"M","A","4","01101    0    0    0"
"5266",1.76,0.7748117728,"1",1,2821.909996,"HBACK",1,"F","B","1","01101    0    0    0"
"5283",0.6,0.8980150582,"1",1,1627.3499985,"SEDAN",4,"M","A","4","01101    0    0    0"
"5293",3.74,0.4928131417,"1",1,553.64999962,"STNWG",2,"M","B","4","01101    0    0    0"
"5307",1.63,0.5338809035,"1",1,4927.0899963,"HBACK",1,"M","E","4","01101    0    0    0"
"5310",1.42,0.8761122519,"1",1,200,"SEDAN",3,"F","C","3","01101    0    0    0"
"5330",2.96,0.6160164271,"1",1,232.80000019,"STNWG",3,"M","C","6","01101    0    0    0"
"5338",1.75,0.3093771389,"1",1,353.79999971,"STNWG",4,"F","F","3","01101    0    0    0"
"5344",0.41,0.5941136208,"1",1,3087.3999939,"STNWG",4,"M","A","4","01101    0    0    0"
"5358",1.2,0.5941136208,"1",1,2640.6799927,"SEDAN",4,"F","E","4","01101    0    0    0"
"5368",1.03,0.5941136208,"1",1,200,"HBACK",2,"F","E","2","01101    0    0    0"
"5371",0.53,0.5776865161,"1",1,6183.6356201,"HBACK",4,"M","C","6","01101    0    0    0"
"5386",3.39,0.5941136208,"1",1,369.14999962,"STNWG",3,"M","E","3","01101    0    0    0"
"5387",0.65,0.3258042437,"1",1,353.76999998,"MIBUS",4,"F","C","4","01101    0    0    0"
"5388",0.39,0.4052019165,"1",1,353.79999971,"PANVN",4,"F","C","4","01101    0    0    0"
"5392",1.38,0.5941136208,"1",1,200.00363524,"SEDAN",3,"M","C","3","01101    0    0    0"
"5423",3.36,0.8021902806,"1",1,3852.5599976,"STNWG",2,"F","A","3","01101    0    0    0"
"5432",1.399,0.6187542779,"1",1,200,"HBACK",1,"M","B","3","01101    0    0    0"
"5433",1.27,0.8021902806,"1",1,480,"SEDAN",4,"F","E","4","01101    0    0    0"
"5459",1.19,0.7036276523,"1",1,5082.7799988,"SEDAN",3,"F","C","2","01101    0    0    0"
"5467",1.58,0.8788501027,"1",1,353.76999998,"SEDAN",3,"M","C","2","01101    0    0    0"
"5470",1.46,0.8240930869,"1",1,6814.8599854,"SEDAN",3,"M","B","4","01101    0    0    0"
"5472",3.56,0.8761122519,"1",1,8624.6299744,"UTE",1,"F","A","4","01101    0    0    0"
"5474",0.41,0.8761122519,"1",1,200,"SEDAN",4,"F","D","1","01101    0    0    0"
"5488",3.64,0.5366187543,"1",1,200,"STNWG",1,"F","D","4","01101    0    0    0"
"5522",1.35,0.0657084189,"1",1,9552.6399536,"HBACK",2,"F","B","2","01101    0    0    0"
"5535",0.63,0.8186173853,"1",1,8971.7799988,"PANVN",4,"M","B","3","01101    0    0    0"
"5543",0.71,0.3586584531,"1",1,8887.8499756,"SEDAN",4,"F","C","3","01101    0    0    0"
"5564",0.61,0.0219028063,"1",1,5828.6299896,"SEDAN",4,"F","A","5","01101    0    0    0"
"5598",0.48,0.887063655,"1",1,200,"HBACK",4,"M","B","5","01101    0    0    0"
"5607",2,0.8925393566,"1",1,329.69999981,"HBACK",1,"F","B","6","01101    0    0    0"
"5626",2.43,0.8898015058,"1",1,2988.159996,"SEDAN",1,"M","A","6","01101    0    0    0"
"5654",3.749,0.6598220397,"1",1,353.76999998,"STNWG",1,"M","D","5","01101    0    0    0"
"5665",1.75,0.887063655,"1",1,200,"SEDAN",2,"F","B","5","01101    0    0    0"
"5669",3.399,0.8898015058,"1",1,353.76999998,"STNWG",1,"M","B","5","01101    0    0    0"
"5694",4.11,0.9993155373,"1",1,870.18999863,"STNWG",2,"F","C","2","01101    0    0    0"
"5717",5.27,0.4818617385,"1",1,665.06999969,"STNWG",2,"M","B","3","01101    0    0    0"
"5719",1.93,0.8925393566,"1",1,200,"SEDAN",2,"M","C","2","01101    0    0    0"
"5727",2.82,0.887063655,"1",1,713.63999939,"STNWG",1,"M","C","3","01101    0    0    0"
"5740",1.9,0.4845995893,"1",1,6017.6499939,"UTE",2,"M","D","2","01101    0    0    0"
"5756",0.77,0.7310061602,"1",1,6264.4499817,"HBACK",3,"F","C","3","01101    0    0    0"
"5766",1.83,0.8898015058,"1",1,621.96999931,"SEDAN",2,"F","D","3","01101    0    0    0"
"5769",2.14,0.5284052019,"1",2,778.03999996,"STNWG",2,"M","C","2","01101    0    0    0"
"5770",1.93,0.6516084873,"1",2,553.76999998,"SEDAN",2,"M","A","4","01101    0    0    0"
"5776",0.43,0.5256673511,"1",1,200,"HBACK",4,"M","A","4","01101    0    0    0"
"5780",2.2,0.8925393566,"1",1,353.76999998,"STNWG",3,"F","D","4","01101    0    0    0"
"5785",0.51,0.8186173853,"1",1,2626.5999985,"HBACK",4,"F","C","1","01101    0    0    0"
"5821",2.2,0.6132785763,"1",1,610,"HDTOP",3,"M","C","4","01101    0    0    0"
"5836",1.57,0.8898015058,"1",1,200,"HBACK",2,"M","A","6","01101    0    0    0"
"5849",2.55,0.8186173854,"1",1,357.05999994,"SEDAN",1,"M","D","6","01101    0    0    0"
"5850",0.59,0.8925393566,"1",2,5820.5399933,"SEDAN",4,"M","A","2","01101    0    0    0"
"5871",1.37,0.887063655,"1",1,736.93999863,"HBACK",3,"M","A","4","01101    0    0    0"
"5877",3.55,0.3121149897,"1",1,370,"STNWG",3,"M","C","3","01101    0    0    0"
"5897",1.59,0.1943874059,"1",1,755.8599968,"SEDAN",1,"F","A","3","01101    0    0    0"
"5903",0.41,0.3148528405,"1",1,1391.9399986,"HBACK",4,"M","C","5","01101    0    0    0"
"5913",1.65,0.1943874059,"1",1,1581.579998,"SEDAN",3,"F","A","4","01101    0    0    0"
"5919",1.19,0.3778234086,"1",1,1551.5499992,"HBACK",4,"M","C","4","01101    0    0    0"
"5923",2.73,0.7994524298,"1",1,389.76999998,"STNWG",3,"F","B","4","01101    0    0    0"
"5934",3.4,0.6872005476,"1",1,1580.2799988,"UTE",1,"M","E","3","01101    0    0    0"
"5953",0.58,0.2162902122,"1",1,2063.6399994,"SEDAN",4,"M","B","2","01101    0    0    0"
"5977",1.36,0.6872005476,"1",1,4853.5,"HBACK",3,"F","C","1","01101    0    0    0"
"5995",1.39,0.8186173853,"1",1,729.08999825,"HBACK",1,"F","D","2","01101    0    0    0"
"5999",0.43,0.1040383299,"1",1,200,"SEDAN",4,"M","C","4","01101    0    0    0"
"6061",1.1,0.8405201916,"1",1,2295.4399948,"SEDAN",3,"F","C","4","01101    0    0    0"
"6063",1.51,0.6872005476,"1",1,5161.5599976,"STNWG",4,"F","C","1","01101    0    0    0"
"6107",0.44,0.8158795346,"1",1,2460.2599945,"HBACK",4,"F","C","3","01101    0    0    0"
"6109",2.35,0.7857631759,"1",1,601.7699995,"STNWG",3,"F","C","3","01101    0    0    0"
"6141",3.3,0.6872005476,"1",1,200.00000033,"UTE",2,"M","E","3","01101    0    0    0"
"6142",0.73,0.6652977413,"1",1,1753.2799988,"HBACK",3,"F","D","3","01101    0    0    0"
"6144",1.36,0.2162902122,"1",1,970.6799984,"SEDAN",3,"F","E","2","01101    0    0    0"
"6152",0.76,0.8706365503,"1",1,389.94999981,"PANVN",4,"F","D","4","01101    0    0    0"
"6157",1.9,0.1943874059,"1",1,13753.149994,"STNWG",4,"M","C","6","01101    0    0    0"
"6163",3.49,0.6872005476,"1",1,1404.3399963,"STNWG",2,"F","C","4","01101    0    0    0"
"6164",1.06,0.4845995893,"1",1,1029.75,"HBACK",4,"F","C","1","01101    0    0    0"
"6172",3.38,0.5174537988,"1",1,518.77999973,"STNWG",2,"F","F","2","01101    0    0    0"
"6177",2.92,0.8706365503,"1",1,1854.6099968,"STNWG",1,"F","A","2","01101    0    0    0"
"6183",1.85,0.4873374401,"1",1,771.5,"HBACK",1,"M","C","2","01101    0    0    0"
"6198",2.01,0.1149897331,"1",1,349.25,"STNWG",3,"F","A","5","01101    0    0    0"
"6200",4.27,0.8843258042,"1",1,917.04999924,"STNWG",2,"F","B","4","01101    0    0    0"
"6203",3.59,0.8843258042,"1",1,544.5,"STNWG",2,"M","C","4","01101    0    0    0"
"6264",1.77,0.8843258042,"1",1,2808.8299942,"HDTOP",3,"M","C","6","01101    0    0    0"
"6307",0.65,0.1889117043,"1",1,4781.250885,"COUPE",4,"F","C","3","01101    0    0    0"
"6309",2.099,0.9993155373,"1",1,1013.3299999,"SEDAN",1,"F","C","3","01101    0    0    0"
"6325",0.76,0.3066392882,"1",1,2714.0736313,"SEDAN",4,"F","A","2","01101    0    0    0"
"6336",3.64,0.9911019849,"1",1,353.76999998,"STNWG",2,"M","B","4","01101    0    0    0"
"6345",1.55,0.8049281314,"1",1,345,"SEDAN",4,"M","B","3","01101    0    0    0"
"6346",1.86,0.8158795346,"1",1,2777.0899963,"HBACK",3,"M","B","4","01101    0    0    0"
"6348",0,0.9993155373,"1",2,1394.3299994,"STNWG",4,"F","B","2","01101    0    0    0"
"6362",1.9,0.8131416838,"1",1,752.83999825,"SEDAN",1,"F","B","5","01101    0    0    0"
"6366",0.35,0.8158795346,"1",1,200,"HBACK",4,"F","A","5","01101    0    0    0"
"6384",2.59,0.9911019849,"1",1,353.76999998,"SEDAN",1,"F","D","2","01101    0    0    0"
"6392",0.76,0.5776865161,"1",1,6692.8899994,"HBACK",3,"F","A","1","01101    0    0    0"
"6399",3.1,0.8158795346,"1",1,408.94999981,"UTE",2,"F","F","2","01101    0    0    0"
"6406",2.12,0.5256673511,"1",1,378.8499999,"SEDAN",2,"F","C","4","01101    0    0    0"
"6411",0.87,0.7885010267,"1",1,353.76999998,"HBACK",3,"F","B","2","01101    0    0    0"
"6428",0.54,0.4845995893,"1",1,4003,"SEDAN",4,"F","B","2","01101    0    0    0"
"6435",1.16,0.9993155373,"1",1,345,"STNWG",4,"M","A","2","01101    0    0    0"
"6461",1.75,0.4736481862,"1",1,353.76999998,"TRUCK",1,"M","B","5","01101    0    0    0"
"6472",1.97,0.8733744011,"1",1,389.94999981,"SEDAN",2,"F","F","5","01101    0    0    0"
"6488",4.9,0.1259411362,"1",1,278.22000408,"SEDAN",1,"F","A","5","01101    0    0    0"
"6494",1.4,0.1259411362,"1",1,1100.1599998,"HBACK",1,"F","A","4","01101    0    0    0"
"6506",4,0.9993155373,"1",1,390,"STNWG",3,"F","F","4","01101    0    0    0"
"6539",1.428,0.8158795346,"1",1,481.96999931,"HBACK",1,"F","A","3","01101    0    0    0"
"6552",1.8,0.514715948,"1",1,1549.9399986,"STNWG",3,"M","C","2","01101    0    0    0"
"6575",1.22,0.6844626968,"1",1,475.65999985,"HBACK",2,"F","C","2","01101    0    0    0"
"6615",2.41,0.0054757016,"1",1,16306.819977,"TRUCK",3,"M","D","3","01101    0    0    0"
"6638",1.06,0.1259411362,"1",1,270.26998901,"STNWG",3,"F","B","4","01101    0    0    0"
"6643",2.5,0.7638603696,"1",1,200,"STNWG",2,"F","A","4","01101    0    0    0"
"6691",0.43,0.8678986995,"1",1,200,"HBACK",4,"F","D","2","01101    0    0    0"
"6697",1.41,0.1177275838,"1",1,1684.6199989,"HBACK",2,"M","D","3","01101    0    0    0"
"6700",2.25,0.205338809,"1",1,2958.7299957,"SEDAN",1,"F","C","6","01101    0    0    0"
"6708",1.47,0.5256673511,"1",1,2031.079998,"SEDAN",3,"F","A","1","01101    0    0    0"
"6719",1.05,0.8815879535,"1",1,200,"HBACK",2,"F","C","4","01101    0    0    0"
"6727",2.71,0.501026694,"1",1,2262.3799973,"STNWG",2,"M","D","3","01101    0    0    0"
"6730",0.77,0.052019165,"1",1,322.32999992,"HBACK",4,"F","A","2","01101    0    0    0"
"6753",1.64,0.4845995893,"1",1,3143.6499939,"SEDAN",2,"F","E","3","01101    0    0    0"
"6759",0.44,0.1095140315,"1",1,3679.0899963,"SEDAN",4,"F","A","2","01101    0    0    0"
"6760",1.5,0.514715948,"1",1,1691.3499985,"HBACK",4,"M","A","3","01101    0    0    0"
"6777",2.06,0.3668720055,"1",1,16310.839966,"STNWG",4,"M","B","6","01101    0    0    0"
"6785",1.61,0.8131416838,"1",1,703.0199995,"HBACK",3,"M","C","6","01101    0    0    0"
"6787",1.65,0.6160164271,"1",1,407.79999971,"SEDAN",3,"F","B","4","01101    0    0    0"
"6852",3.549,0.4654346338,"1",1,550,"STNWG",1,"F","F","3","01101    0    0    0"
"6858",1.9,0.4845995893,"1",1,1332.8399963,"SEDAN",1,"M","D","4","01101    0    0    0"
"6911",1.89,0.8076659822,"1",1,243.55000019,"SEDAN",2,"F","C","4","01101    0    0    0"
"6936",2.94,0.8678986995,"1",1,947.54999924,"HBACK",2,"F","C","5","01101    0    0    0"
"6938",2.25,0.8678986995,"1",1,3957.7799988,"STNWG",3,"M","B","2","01101    0    0    0"
"6978",1.48,0.8076659822,"1",1,459.5,"COUPE",3,"M","B","4","01101    0    0    0"
"6986",1.39,0.6132785763,"1",1,289.08999991,"HBACK",1,"F","A","4","01101    0    0    0"
"7008",1.85,0.1861738535,"1",1,3948.0299911,"STNWG",3,"F","C","4","01101    0    0    0"
"7020",2.3,0.9883641342,"1",1,200,"HDTOP",2,"M","A","4","01101    0    0    0"
"7021",2.03,0.4818617385,"1",1,835.76999855,"UTE",3,"F","E","3","01101    0    0    0"
"7032",1.06,0.424366872,"1",1,613.04999924,"HBACK",4,"F","A","1","01101    0    0    0"
"7036",4.18,0.8131416838,"1",1,577.14999962,"STNWG",2,"F","B","2","01101    0    0    0"
"7054",4.78,0.9883641342,"1",1,565.92999935,"STNWG",1,"M","A","3","01101    0    0    0"
"7073",1.85,0.59137577,"1",1,1061.4499989,"SEDAN",2,"M","D","5","01101    0    0    0"
"7090",2.61,0.59137577,"1",1,200,"STNWG",3,"M","C","5","01101    0    0    0"
"7092",1.1,0.4572210814,"1",1,420,"SEDAN",3,"F","F","1","01101    0    0    0"
"7093",1.14,0.59137577,"1",1,3931.5099945,"SEDAN",3,"F","C","6","01101    0    0    0"
"7137",6.38,0.7501711157,"1",1,390,"STNWG",1,"F","D","5","01101    0    0    0"
"7144",1.61,0.4079397673,"1",1,408.94999981,"SEDAN",3,"M","E","5","01101    0    0    0"
"7154",1.07,0.59137577,"1",1,265.69000053,"SEDAN",4,"M","D","3","01101    0    0    0"
"7184",1.27,0.7748117728,"1",1,408.94999981,"TRUCK",4,"F","E","2","01101    0    0    0"
"7193",1.2,0.8131416838,"1",1,367.02999973,"SEDAN",3,"F","B","2","01101    0    0    0"
"7196",1.3,0.8076659822,"1",1,345,"HBACK",2,"F","A","5","01101    0    0    0"
"7203",0.5,0.6981519507,"1",1,3607.7799911,"HBACK",4,"F","E","4","01101    0    0    0"
"7217",0.72,0.5229295003,"1",2,4387.484539,"HBACK",3,"F","B","3","01101    0    0    0"
"7218",1.28,0.8651608487,"1",1,1244.1899986,"TRUCK",3,"M","C","2","01101    0    0    0"
"7224",1.29,0.7282683094,"1",1,367.72999954,"SEDAN",3,"F","C","4","01101    0    0    0"
"7230",1.42,0.8651608487,"1",1,652.48999977,"HBACK",1,"M","C","6","01101    0    0    0"
"7274",0.52,0.0684462697,"1",1,1592.2599983,"SEDAN",4,"F","B","4","01101    0    0    0"
"7340",0.7,0.5229295003,"1",1,7031.1699982,"HBACK",4,"M","B","3","01101    0    0    0"
"7342",2.84,0.5229295003,"1",2,4419.7499933,"STNWG",3,"F","F","2","01101    0    0    0"
"7353",0.73,0.7885010267,"1",1,591,"HBACK",4,"F","C","2","01101    0    0    0"
"7382",2.84,0.5229295003,"1",1,427.26999998,"STNWG",3,"M","C","3","01101    0    0    0"
"7390",4,0.2026009582,"1",1,442.5,"STNWG",3,"F","B","5","01101    0    0    0"
"7429",1.37,0.8651608487,"1",1,200,"HBACK",3,"F","A","2","01101    0    0    0"
"7435",0.74,0.5749486653,"1",1,200,"HBACK",4,"F","C","2","01101    0    0    0"
"7469",1.74,0.8624229979,"1",2,1092.9099989,"SEDAN",2,"F","A","4","01101    0    0    0"
"7474",0.77,0.6023271732,"1",1,1836.9199982,"HBACK",4,"F","A","5","01101    0    0    0"
"7500",1.38,0.8651608487,"1",1,200,"SEDAN",2,"F","C","1","01101    0    0    0"
"7503",2.81,0.4818617385,"1",1,353.76999998,"SEDAN",1,"M","D","5","01101    0    0    0"
"7514",1.61,0.5886379192,"1",1,200,"SEDAN",2,"M","B","6","01101    0    0    0"
"7518",1.97,0.5886379192,"1",1,575.94999981,"SEDAN",3,"F","A","6","01101    0    0    0"
"7554",1.56,0.4106776181,"1",1,480,"STNWG",4,"F","D","6","01101    0    0    0"
"7559",2.99,0.5886379192,"1",1,200,"HDTOP",1,"F","A","3","01101    0    0    0"
"7563",0.58,0.4106776181,"1",1,390,"TRUCK",4,"M","E","6","01101    0    0    0"
"7605",1.6,0.2080766598,"1",1,1404.75,"HBACK",2,"F","A","2","01101    0    0    0"
"7638",1.37,0.5886379192,"1",1,200,"HBACK",2,"F","A","3","01101    0    0    0"
"7652",2.91,0.5886379192,"1",1,889.84999847,"STNWG",1,"F","B","4","01101    0    0    0"
"7662",0.46,0.5722108145,"1",1,2073.7099991,"SEDAN",4,"F","C","3","01101    0    0    0"
"7670",1.94,0.8624229979,"1",1,200,"SEDAN",2,"F","A","1","01101    0    0    0"
"7693",1.38,0.4791238877,"1",1,586.82999992,"UTE",2,"M","C","3","01101    0    0    0"
"7702",3.2,0.4791238877,"1",1,2067.3199997,"UTE",2,"M","D","1","01101    0    0    0"
"7704",1.52,0.9801505818,"1",1,922.06999969,"UTE",4,"M","C","4","01101    0    0    0"
"7727",2.56,0.810403833,"1",2,11653.23,"HDTOP",1,"F","A","1","01101    0    0    0"
"7741",0.31,0.0465434634,"1",1,1111.3445435,"SEDAN",4,"F","A","3","01101    0    0    0"
"7766",0.96,0.7310061602,"1",2,8766.5899811,"SEDAN",4,"M","D","3","01101    0    0    0"
"7783",1.5,0.7912388775,"1",1,998.46999931,"HDTOP",3,"F","B","1","01101    0    0    0"
"7784",3.02,0.5201916495,"1",1,3096.7999954,"STNWG",2,"F","A","4","01101    0    0    0"
"7785",1.36,0.0328542094,"1",1,567.6799984,"HBACK",2,"M","B","6","01101    0    0    0"
"7796",1.37,0.7912388775,"1",1,210.35000229,"HBACK",1,"F","C","3","01101    0    0    0"
"7797",2.07,0.8076659822,"1",1,7465.1199951,"STNWG",1,"M","A","2","01101    0    0    0"
"7813",1.74,0.8596851472,"1",1,200,"HBACK",2,"F","B","5","01101    0    0    0"
"7833",0.81,0.1834360027,"1",1,993.89999962,"HBACK",4,"F","A","4","01101    0    0    0"
"7850",1.66,0.5366187543,"1",1,978.66999817,"HBACK",3,"M","A","2","01101    0    0    0"
"7851",1.42,0.8624229979,"1",2,3974.0099964,"TRUCK",2,"M","C","2","01101    0    0    0"
"7884",0.89,0.9801505818,"1",1,200,"HBACK",3,"F","B","3","01101    0    0    0"
"7890",1.01,0.1368925394,"1",2,662.07999992,"SEDAN",4,"F","C","3","01101    0    0    0"
"7896",2.04,0.3805612594,"1",1,1027,"STNWG",3,"M","A","5","01101    0    0    0"
"7901",2.06,0.5722108145,"1",1,200,"SEDAN",2,"M","C","5","01101    0    0    0"
"7902",2.88,0.3805612594,"1",1,353.76999998,"STNWG",1,"M","B","5","01101    0    0    0"
"7908",1.45,0.6187542779,"1",1,1031.8399982,"SEDAN",3,"M","B","5","01101    0    0    0"
"7929",1.52,0.8624229979,"1",1,200,"SEDAN",3,"M","B","2","01101    0    0    0"
